Cliente;Edad;Renta;Sexo;EstadoCivil;NivelSocioEconomico;Departamento;AntiguedadCuenta_Meses;RegistraAdicionales;NumeroAdicionales;AntiguedadAdicionales_Meses;LineaCreditoNormal;SituacionCuenta;PromediodePagos;SaldoExtra;SaldoNormal;SaldoTotal;HabitodePago1;HabitodePago2;HabitodePago3;HabitodePago4;HabitodePago5;HabitodePago6;HabitodePago7;HabitodePago8;PeorHabito Pago;FlagRefinanciadoHistórico;FlagRefinanciado;DiasMora200812;DiasMora200901;DiasMora200902;DiasMora200903;DiasMora200904;DiasMora200905;CódigoInstitucion;PagaDespues;DispEfectivo;CalificacionSBS;CompraAnual_200806_200905;NroTransaccionesAnual_200806_200905;CompraMensualMaxima_200806_200905;Flag_Cliente
1970757;26;550;M;S;D;LIMA;18.33;1;2;18.1;700;0;3;194;752;945;7;4;4;2;2;2;1;1;;N/V;No Registró;0;0;0;0;25;0;0;1;1;1;1713.96;34;308;1
1803722;45;;F;S;N;LA LIBERTAD;25.83;0;;;500;0;2;0;493;493;2;2;2;2;2;2;2;2;;N/V;No Registró;0;0;0;0;0;0;0;0;10;0;1054.1;30;218.7;1
1965175;44;;M;S;N;LA LIBERTAD;18.53;0;;;600;0;1;0;79;79;1;0;0;0;1;2;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;332.06;4;164.3;1
1694372;35;1815;M;S;N;AREQUIPA;30.77;1;1;30.23;1800;0;2;0;1285;1285;2;2;1;2;2;1;1;1;;N/V;No Registró;1;1;0;1;0;0;0;1;3;0;4433.28;63;1633.8;1
1953297;41;;M;S;D;LIMA;15.8;1;1;15.03;500;0;1;0;204;204;1;1;1;2;2;2;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;3003.2;44;694.8;1
2294;47;;M;S;N;AREQUIPA;74;0;;;1200;0;6;0;558;558;1;1;9;B;A;A;A;4;;N/V;No Registró;31;62;29;0;0;1;0;1;0;0;919.42;10;310;1
1731679;42;;M;S;N;LAMBAYEQUE;29.13;0;;;1300;0;1;3091;741;3832;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;4973.38;83;1222;1
697636;38;;F;C;D;LIMA;92.23;0;;;700;0;3;0;331;331;7;4;2;1;2;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;2137.24;34;359.04;1
337348;53;7594;F;C;B;LIMA;139.97;0;;;2200;0;1;0;1344;1344;1;1;1;1;1;2;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;4744.26;69;700.6;1
687944;33;;M;C;C;LIMA;60.6;0;;;1260;0;2;1273;1533;2806;2;2;2;2;1;1;2;4;;N/V;No Registró;0;0;0;0;0;0;0;0;7;0;2449.99;15;798;1
293976;66;;M;C;B;LIMA;123.37;1;1;24.23;6700;0;2;4183;357;4540;2;2;2;2;1;1;2;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;256;1;256;1
1663105;34;;F;S;N;LA LIBERTAD;32.27;0;;;700;0;6;0;636;636;A;4;9;A;4;2;1;2;;N/V;No Registró;6;6;3;6;5;6;0;0;4;0;3568.36;27;499.6;1
209839;38;1000;M;S;A;LIMA;163.2;0;;;11700;0;1;0;1937;1937;1;1;1;1;2;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;8708.59;47;1642;1
2248168;48;753;F;S;N;LAMBAYEQUE;7.63;1;1;5.17;1100;0;2;0;920;920;1;1;4;1;1;1;0;;;N/V;No Registró;0;0;0;0;0;0;0;0;1;0;3534.27;35;499.4;1
1078644;29;;F;S;N;PIURA;45.7;0;;;2900;0;1;2634;3638;6273;2;1;1;2;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;5205.4;33;1603.9;1
2116891;51;;M;S;D;LIMA;12.43;0;;;700;5;5;0;198;198;A;A;4;2;1;1;1;1;;N/V;No Registró;0;0;0;0;0;26;0;1;1;0;424.6;3;188.3;1
658751;57;;M;C;A;LIMA;118.33;0;;;4000;0;2;2000;4224;6224;4;2;2;2;2;2;2;2;;N/V;No Registró;0;0;0;6;5;0;0;3;0;0;4121.73;30;1614;1
895733;56;2673;F;C;B;LIMA;130.07;0;;;4900;0;2;0;218;218;2;2;2;2;2;2;2;1;;N/V;No Registró;0;0;0;0;0;0;0;2;0;0;1067.16;9;329.9;1
591999;47;;M;C;N;PIURA;94.23;0;;;500;5;3;0;184;184;1;1;9;4;4;2;2;4;;N/V;No Registró;0;0;0;0;0;0;0;0;1;0;368.4;5;148.9;1
941194;52;;M;C;D;LIMA;58.73;1;2;43.07;500;0;2;0;340;340;1;2;2;2;2;1;1;2;;N/V;No Registró;0;0;0;0;0;16;400;0;0;0;4538.16;85;486.77;1
1650106;21;;M;S;D;LIMA;17.3;1;1;12.4;400;0;3;0;423;423;2;2;2;2;2;2;9;4;;N/V;No Registró;1;1;0;1;0;1;0;0;3;0;2404.87;35;429;1
621234;52;655;M;C;C;LIMA;139.6;0;;;1500;0;3;0;700;700;A;4;2;1;1;1;1;1;;N/V;No Registró;0;0;0;6;5;0;0;3;0;0;2663.75;29;623.68;1
1525698;31;550;M;S;D;LIMA;38.37;0;;;500;0;5;0;216;216;4;9;4;2;2;4;9;A;;N/V;No Registró;1;1;0;31;0;0;0;0;3;0;801.39;11;229;1
360168;74;;M;C;C;LIMA;132;1;1;13.43;1100;0;1;0;1116;1116;1;1;2;1;2;2;2;2;;N/V;No Registró;0;0;0;0;0;0;0;0;1;0;10478.15;304;1610.82;1
598546;40;2250;M;S;C;LIMA;146.8;0;;;2400;0;2;0;117;117;1;1;0;1;1;7;4;2;;N/V;No Registró;;0;0;11;0;11;0;2;0;0;1928.1;10;526.1;1
321185;42;;F;C;C;LIMA;148.37;0;;;1400;0;2;0;1158;1158;2;2;2;1;1;1;4;1;;N/V;No Registró;0;0;0;0;0;0;0;1;7;0;1657.39;25;523.3;1
1529484;33;;M;S;N;AREQUIPA;38.17;1;2;37.4;500;0;3;0;129;129;2;2;2;2;2;9;4;2;;N/V;No Registró;1;1;0;1;0;1;0;2;0;0;543.95;22;217.17;1
2294974;19;;F;S;D;LIMA;6.03;1;2;6;300;0;3;0;335;335;2;2;4;4;2;;;;;N/V;No Registró;0;0;0;0;0;0;0;0;0;1;1023.17;17;256.15;1
654527;30;2698;F;S;A;LIMA;120.5;1;1;34.07;5300;0;2;0;4097;4097;2;2;2;2;2;2;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;4983.39;55;702.19;1
542023;45;11005;F;D;A;LIMA;98.2;0;;;4000;0;2;0;2788;2788;1;2;2;2;1;7;4;1;;N/V;No Registró;0;0;0;0;0;0;0;2;0;0;3917.3;6;3194.4;1
904158;53;;F;C;B;LIMA;123.17;0;;;2800;0;9;0;2763;2763;9;B;A;A;4;9;A;4;;N/V;No Registró;1;32;29;1;0;1;0;1;0;0;2782.13;12;1093.71;1
496798;41;;M;C;D;LIMA;104.27;0;;;600;0;3;0;492;492;4;7;4;1;1;1;1;2;;N/V;No Registró;1;0;0;1;0;31;0;0;0;0;966.32;21;268.79;1
1607577;47;;F;S;D;LIMA;34.83;1;1;33.7;500;5;8;0;269;269;A;4;2;9;B;A;B;A;;N/V;No Registró;56;26;0;0;25;26;400;0;1;1;494.59;26;272.7;1
487673;29;694;F;C;C;LIMA;105.37;0;;;2100;0;2;0;243;243;2;2;2;2;0;0;0;0;;N/V;No Registró;;0;0;0;0;0;300;0;0;0;688.9;2;639;1
414623;50;1943;F;C;A;LIMA;156.4;0;;;7600;0;1;0;859;859;1;1;2;1;1;1;1;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;11792.21;116;3353.2;1
1637052;33;717;F;S;N;LA LIBERTAD;33.47;1;1;19.87;1100;5;3;19;663;682;1;2;2;9;4;2;1;4;;N/V;No Registró;6;6;0;0;0;6;0;0;1;0;1635.92;35;319;1
1214968;31;;F;S;B;LIMA;20.83;1;1;20.83;1500;0;2;0;1412;1412;4;2;2;1;2;2;2;2;;N/V;No Registró;1;0;0;1;0;1;0;0;0;0;5106.01;47;603.6;1
673834;25;;M;S;N;LAMBAYEQUE;93.5;0;;;3000;0;1;0;408;408;2;1;1;1;1;2;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;2;0;4961.99;34;2724.28;1
1782201;55;;F;S;B;LIMA;26.83;1;1;26.77;1300;0;2;0;212;212;2;2;2;2;1;1;2;2;;N/V;No Registró;0;1;0;1;0;0;0;1;0;0;1052.88;6;764.28;1
71637;62;;M;C;D;LIMA;68;0;;;400;5;A;0;68;68;A;A;A;A;A;A;A;A;;N/V;No Registró;1;1;0;1;0;31;0;0;0;0;894.84;14;189.11;1
1010783;33;;F;C;N;PIURA;51;0;;;500;0;2;0;534;534;2;2;2;2;2;1;2;1;;N/V;No Registró;0;0;0;0;0;0;400;0;11;0;1486.58;38;474.7;1
357765;43;;F;S;A;LIMA;133.17;1;1;37.37;15000;0;1;12355;15093;27448;1;2;1;2;1;1;1;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;5393.09;12;4984.81;1
1627086;42;;M;S;D;LIMA;33.9;1;2;33;300;0;4;0;322;322;4;4;1;1;4;4;9;4;;N/V;No Registró;0;0;0;0;0;0;0;1;10;1;718.5;42;153.7;1
1476079;42;;F;S;N;AREQUIPA;41.03;1;2;40.5;600;0;2;286;653;939;2;2;2;2;2;2;2;2;;N/V;No Registró;1;0;0;1;0;1;0;0;1;0;1640.89;21;506.05;1
1910796;20;1035;F;S;D;LIMA;21.3;0;;;500;0;5;0;59;59;1;7;A;4;4;9;4;1;;N/V;No Registró;11;11;39;0;0;0;0;0;0;0;2159.56;13;650.91;1
434919;50;1400;M;C;C;LIMA;142.83;0;;;3600;0;1;0;1271;1271;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;1;2;0;1092.48;15;259.76;1
1073684;57;1944;F;C;N;PIURA;46.1;1;3;46;2400;0;2;5429;965;6394;2;2;2;2;2;2;2;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;4378.64;27;1322.89;1
758790;39;6595;M;C;A;LIMA;86.8;1;1;33.5;8200;0;4;0;1765;1765;2;2;9;4;4;4;2;7;;N/V;No Registró;6;6;0;0;0;0;0;3;0;0;3619.68;23;1239.38;1
1879300;45;2355;M;C;C;LIMA;22.8;1;1;22.4;3300;0;2;395;3384;3778;2;2;2;2;4;2;2;2;;N/V;No Registró;1;1;0;1;0;1;0;0;5;0;4781.04;67;799.82;1
2106951;25;;M;S;D;LIMA;12.8;1;1;2.1;500;5;6;0;310;310;4;9;4;1;4;B;A;A;;N/V;No Registró;0;6;34;0;5;6;0;0;0;0;965.22;10;333.01;1
1041090;34;;F;S;D;LIMA;48.63;0;;;700;0;2;0;610;610;2;2;2;2;2;2;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;2;0;1507.33;13;587.96;1
713851;42;;M;C;C;LIMA;91;1;1;56.83;2500;0;3;0;1537;1537;4;2;2;2;1;2;2;1;;N/V;No Registró;0;0;0;0;10;0;;2;0;0;4806.27;24;834.24;1
1942972;30;;M;S;N;CAJAMARCA;19.27;1;2;18.77;2800;0;1;1933;2946;4879;1;1;2;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;7927.51;60;3058.9;1
460909;52;;F;S;C;LIMA;122.9;0;;;1440;0;2;0;2662;2662;1;1;2;1;2;4;2;2;;N/V;No Registró;0;0;0;0;0;0;0;0;12;0;2222.06;32;339.15;1
2161583;36;2360;M;S;N;ANCASH;10.73;0;;;1600;0;1;0;36;36;1;1;2;2;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1338.2;16;1144;1
1991424;55;1295;M;C;C;LIMA;17.6;0;;;2000;0;4;0;720;720;9;4;4;2;2;2;2;2;;N/V;No Registró;0;0;0;0;25;0;0;1;0;0;3142.44;34;1486.55;1
2199789;32;1833;M;S;C;LIMA;9.3;0;;;1000;0;4;0;1062;1062;4;9;4;1;2;2;1;0;;N/V;No Registró;0;0;0;0;0;21;0;0;0;0;2831.21;28;921.9;1
1865498;25;651;M;S;N;LAMBAYEQUE;23.43;1;3;20.43;1000;0;1;752;384;1135;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;2577.05;8;799;1
287757;37;;M;C;C;LIMA;129.6;1;2;36.73;1400;0;1;0;1391;1391;1;1;1;2;1;2;1;2;;N/V;No Registró;0;1;0;0;0;1;0;1;2;4;3936.64;63;940.8;1
529386;72;2310;F;C;B;LIMA;100.07;1;1;31.37;2300;0;3;0;1156;1156;1;9;4;1;1;7;1;1;;N/V;No Registró;0;0;3;0;0;0;0;0;1;0;2265.3;4;1999;1
1465324;29;893;F;S;B;LIMA;41.83;0;;;2400;0;2;1208;2456;3664;1;1;4;2;1;1;1;1;;N/V;No Registró;0;0;8;0;0;0;0;1;0;0;620.86;19;126.49;1
771199;64;2013;M;S;B;LIMA;86.07;0;;;3000;0;6;0;641;641;B;A;4;9;4;2;4;2;;Ref.C;Registró Refinanciación;11;0;8;39;0;11;302;0;0;1;1388.71;9;501.75;1
1618804;36;3431;M;S;B;LIMA;34.3;1;1;34.27;3200;0;5;0;1061;1061;1;A;A;A;4;1;1;1;;N/V;No Registró;0;26;23;0;0;0;0;0;0;0;1754.4;8;1033.9;1
195435;52;599;F;S;C;LIMA;107.67;0;;;1000;0;3;0;860;860;4;2;2;2;2;2;4;9;;N/V;No Registró;0;0;0;0;0;0;300;0;0;0;2842.15;42;495.76;1
1660701;34;750;M;S;D;LIMA;32.4;0;;;500;0;2;0;68;68;1;4;1;2;1;1;1;0;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;139;1;139;1
2084898;55;878;F;S;C;LIMA;13.67;0;;;1300;0;1;0;370;370;0;0;1;1;1;0;0;0;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;504.43;4;369.83;1
543523;38;794;F;S;C;LIMA;98.1;0;;;2800;0;1;0;2425;2425;2;1;1;2;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;4;370.28;25;30.34;1
1584202;28;9656;M;C;B;LIMA;35.8;1;1;34.43;2000;0;1;0;6247;6247;2;1;1;1;2;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;13256.75;39;2929.29;1
6223;31;550;M;S;C;LIMA;73.73;0;;;1200;0;1;0;585;585;1;1;2;2;1;2;2;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;4;6338.25;76;1066.7;1
836471;63;792;M;S;C;LIMA;83.47;0;;;1300;0;2;0;162;162;2;1;1;1;1;1;2;9;;N/V;No Registró;0;0;0;0;0;0;0;0;1;0;673.41;15;260;1
1936033;28;1000;F;S;N;LA LIBERTAD;19.97;1;1;19.63;600;0;6;0;207;207;1;4;A;4;4;C;B;A;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1360.84;37;418.36;1
1806144;37;;M;S;N;ICA;25.73;0;;;300;0;2;0;272;272;2;4;2;2;1;2;2;2;;N/V;No Registró;0;0;0;0;0;0;0;2;4;3;391.45;6;146.77;1
845665;28;;M;S;C;LIMA;82.73;0;;;2400;5;3;0;770;770;2;2;1;4;9;4;1;1;;N/V;No Registró;0;6;0;6;5;6;0;0;0;0;1113.76;25;399;1
936482;29;3000;M;S;D;LIMA;78.23;0;;;300;0;3;0;217;217;A;4;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;20;21;401;0;0;0;1148.06;52;129;1
180611;56;610;M;S;N;LAMBAYEQUE;55.53;0;;;1200;0;2;0;969;969;2;1;2;2;2;2;2;2;;N/V;No Registró;0;0;0;0;0;0;0;2;1;0;2074.55;28;678.8;1
1675245;30;569;M;S;C;LIMA;31.67;0;;;500;5;7;0;193;193;B;A;4;9;4;4;1;9;;N/V;No Registró;0;26;0;26;25;26;0;0;0;1;903.95;19;399;1
2063887;36;;F;C;D;LIMA;14.5;1;1;14.03;500;0;2;0;499;499;2;2;2;2;1;2;2;1;;N/V;No Registró;0;0;0;0;0;0;0;0;7;0;2078.2;70;186.3;1
1591568;24;2397;F;S;C;LIMA;35.53;0;;;2300;0;1;0;776;776;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;4;0;9838.93;75;5771.55;1
380913;49;;M;C;D;LIMA;119.47;1;1;45.27;500;0;2;0;716;716;1;0;1;1;1;1;4;9;;N/V;No Registró;;0;0;0;0;0;300;0;0;0;1921.87;19;472;1
2221572;55;;M;S;D;LIMA;8.57;0;;;700;0;2;0;198;198;2;1;2;1;2;1;2;;;N/V;No Registró;1;0;0;0;0;0;0;1;1;0;919.88;13;549.51;1
1935091;35;2366;M;C;N;ICA;20;1;1;9.17;3400;0;3;0;729;729;2;4;4;2;4;1;2;2;;N/V;No Registró;0;0;8;11;0;0;0;0;0;0;2701.99;25;875.68;1
1770927;60;846;M;S;C;LIMA;27.4;0;;;1200;5;7;0;167;167;A;B;A;A;4;1;1;1;;N/V;No Registró;1;32;29;60;0;31;0;0;0;0;896.4;3;878;1
832367;24;;F;S;D;LIMA;53.73;0;;;500;0;4;0;75;75;2;9;4;2;2;1;4;9;;N/V;No Registró;0;0;0;16;0;0;0;0;1;0;2845.27;35;889.5;1
753396;56;834;F;V;N;LA LIBERTAD;87.23;1;1;18.63;1200;0;2;1920;2655;4576;2;2;2;1;1;2;2;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;4385.48;20;2893.8;1
1500786;43;0;F;S;N;ICA;9.77;0;;;900;0;6;0;332;332;A;4;2;9;A;4;4;4;;N/V;No Registró;6;37;0;6;5;36;0;1;0;0;1149;3;900;1
157770;33;1311;M;S;D;LIMA;62.87;0;;;400;0;5;0;110;110;4;2;9;4;1;9;4;4;;N/V;No Registró;0;11;0;0;0;0;0;0;0;4;1308;14;358;1
529909;65;;F;S;C;LIMA;100;1;1;45.53;2000;0;2;0;1746;1746;1;2;1;1;2;2;2;0;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;2359;2;1833;1
2191988;51;;F;C;D;LIMA;9.6;1;1;9.6;500;0;8;0;106;106;C;B;A;A;4;4;2;1;;N/V;No Registró;1;32;60;91;0;1;400;0;0;0;1273.15;14;432.9;1
1953091;44;;F;S;D;LIMA;19.07;0;;;300;0;1;0;300;300;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;8;0;1254.89;59;171.83;1
1560142;28;3000;M;S;C;LIMA;9.17;0;;;500;0;3;0;577;577;1;1;1;1;1;B;A;4;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;2866.46;63;415.56;1
1820104;27;1078;F;S;D;LIMA;25.23;0;;;600;5;3;0;102;102;0;0;1;1;4;1;7;4;;N/V;No Registró;1;0;0;0;0;1;0;0;0;0;521.7;4;193.9;1
985500;59;1200;M;S;C;LIMA;74.4;1;2;37.5;2700;0;2;0;921;921;2;2;2;2;1;2;4;2;;N/V;No Registró;0;0;0;0;0;0;0;2;0;0;2420.96;34;345.4;1
22233;35;3286;M;S;C;LIMA;72.7;0;;;2000;0;3;0;1637;1637;1;2;2;2;7;4;0;1;;N/V;No Registró;0;0;3;0;0;0;0;2;2;0;411.72;5;159;1
1020263;37;;F;S;D;LIMA;50.23;0;;;500;0;5;0;411;411;1;7;4;9;A;4;2;2;;N/V;No Registró;1;1;0;0;0;0;0;2;0;1;1154.65;11;332.87;1
772023;73;6953;M;C;A;LIMA;86.03;1;1;13.87;7900;0;2;0;251;251;1;1;7;4;2;2;1;1;;N/V;No Registró;0;11;0;0;0;0;0;0;0;0;2357;3;1029;1
145476;39;1573;M;S;N;CAJAMARCA;64.37;0;;;2600;0;2;0;3024;3024;2;4;1;1;2;1;1;1;;N/V;No Registró;0;0;0;1;0;1;0;2;3;0;3762.59;51;820.4;1
2188581;42;855;M;S;D;LIMA;9.73;0;;;600;0;2;0;318;318;2;2;2;2;2;2;1;1;;N/V;No Registró;0;0;0;6;5;0;0;2;0;0;639.7;13;522.8;1
2057491;57;3894;M;S;N;ICA;14.8;0;;;1500;0;1;0;548;548;2;2;2;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;4;2240.58;10;859.8;1
811855;40;2325;F;S;B;LIMA;118.63;0;;;8800;0;2;0;594;594;4;1;2;2;2;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;2;0;3937.68;37;513.3;1
484088;29;;F;S;B;LIMA;105.8;0;;;3500;0;5;0;994;994;9;4;9;7;4;1;1;2;;N/V;No Registró;0;0;23;0;0;0;0;0;0;0;2072.65;16;562.61;1
1786558;40;;F;S;C;LIMA;26.63;1;1;12.87;1200;0;1;1391;439;1830;1;2;1;1;2;1;2;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;2014.73;37;505.85;1
1676698;21;;F;S;D;LIMA;31.63;0;;;600;0;6;0;568;568;2;2;1;9;A;A;A;4;;N/V;No Registró;21;21;0;0;0;0;0;0;0;0;2048.3;20;508.2;1
736505;53;6293;M;C;N;AREQUIPA;88.63;0;;;12800;0;1;1512;11;1523;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;302;0;0;0;511.07;24;45.04;1
2074789;26;2532;F;S;B;LIMA;14.1;0;;;2000;0;1;10292;5473;15765;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;1;0;5831.84;20;2866.5;1
339158;31;3048;F;S;C;LIMA;139.5;0;;;2200;0;3;0;107;107;1;2;1;9;4;4;1;2;;N/V;No Registró;1;0;0;1;0;1;0;0;0;0;1461.21;16;534.82;1
1486182;29;;M;S;D;LIMA;40.43;1;1;39.17;500;0;2;0;571;571;1;1;2;2;2;2;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;1;4165.25;44;987.24;1
1623912;28;;M;S;D;LIMA;34.03;0;;;500;0;1;0;234;234;1;1;1;2;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;1;4;0;2236.02;23;1204;1
871147;52;913;F;C;C;LIMA;81.03;0;;;800;5;9;0;389;389;4;7;A;A;A;B;A;A;;N/V;No Registró;26;0;0;26;0;0;0;0;0;1;2224.27;82;404.36;1
2192628;51;914;M;S;N;LAMBAYEQUE;9.6;0;;;500;0;1;2765;396;3161;2;1;1;1;1;1;0;;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;913.41;11;743;1
550573;53;605;M;D;D;LIMA;97.27;0;;;500;0;5;0;514;514;2;9;4;A;A;4;1;1;;N/V;No Registró;16;47;0;0;0;0;0;0;0;4;1279.29;35;499.16;1
53020;39;;F;S;A;LIMA;69.9;1;1;22.67;4100;0;1;0;838;838;2;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;7243.8;28;776.32;1
602427;47;1333;F;S;A;LIMA;145.43;1;1;52.57;6000;0;1;0;242;242;1;2;1;1;2;2;2;1;;N/V;No Registró;0;0;0;0;0;0;0;1;0;0;4721.73;51;1391.1;1
1599633;42;257;F;S;N;LA LIBERTAD;35.17;0;;;1000;0;1;463;229;691;2;1;1;1;2;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1059.78;19;164.6;1
2272079;34;2353;M;S;N;LAMBAYEQUE;6.77;0;;;1200;0;1;0;683;683;1;1;1;1;1;1;;;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;3330.09;24;1060.8;1
947224;33;705;F;S;C;LIMA;77.43;1;1;42.47;1200;5;4;0;1912;1912;A;4;2;2;2;1;2;2;;N/V;No Registró;0;0;0;0;0;26;0;0;0;0;12258.14;154;2623.32;1
567432;32;;F;S;N;LA LIBERTAD;95.83;0;;;1800;0;3;0;1645;1645;9;4;2;1;1;1;4;2;;N/V;No Registró;0;0;0;11;0;0;0;0;0;0;11356.58;42;3716.9;1
1777551;44;;F;S;C;LIMA;27.03;0;;;1500;0;5;0;850;850;4;9;4;2;9;4;4;2;;N/V;No Registró;6;0;3;6;5;0;0;0;1;1;3137.82;48;613.3;1
574707;48;8069;M;C;A;LIMA;95.43;0;;;13200;0;2;5968;1451;7419;2;2;1;2;2;1;2;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;2695.6;10;1248;1
169942;30;1900;M;S;C;LIMA;61.47;1;1;20.43;1900;0;6;0;390;390;A;4;B;A;4;2;2;2;;N/V;No Registró;6;37;0;6;5;0;0;0;0;1;3563.12;36;523.06;1
714533;30;1300;M;S;B;LIMA;90.9;0;;;2400;0;1;0;3726;3726;1;1;1;0;0;0;1;1;;N/V;No Registró;;0;0;0;0;0;;0;0;0;4509.8;5;4203.9;1
179270;45;4408;F;C;B;LIMA;109.27;0;;;10600;0;1;0;1648;1648;1;1;1;1;1;1;1;1;;N/V;No Registró;;0;0;0;0;0;0;0;0;0;5154.26;37;1684.8;1
622661;40;2605;F;C;A;LIMA;139.27;0;;;7500;0;2;0;495;495;1;1;1;1;1;1;4;A;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;7502.24;42;1053.33;1
2102335;55;4186;M;S;N;LA LIBERTAD;13;1;1;12.93;2300;0;2;14539;2135;16674;4;2;2;4;1;2;2;1;;N/V;No Registró;0;1;0;1;0;1;0;1;0;0;9852.54;97;2077.6;1
1869947;37;;M;S;N;LA LIBERTAD;23.23;0;;;8000;5;6;0;80;80;4;9;A;4;1;B;A;4;;N/V;No Registró;1;1;0;31;0;31;0;1;2;0;8210.33;25;1961.65;1
1794718;58;550;F;S;C;LIMA;26.3;1;2;25.93;1000;0;1;0;713;713;2;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;4418.28;30;1954.9;1
1735130;37;;M;S;N;LAMBAYEQUE;29;0;;;10000;0;1;0;6654;6654;1;1;1;2;2;1;2;1;;N/V;No Registró;0;0;0;0;0;0;0;1;4;0;12857.91;115;1683.16;1
716227;35;558;M;S;C;LIMA;90.83;0;;;2000;0;1;0;548;548;1;2;1;1;1;1;1;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;1;2388.55;26;899;1
403318;82;;M;C;A;LIMA;165.07;1;2;31.87;10500;0;2;0;69;69;1;4;2;1;4;4;4;1;;N/V;No Registró;6;6;0;6;5;0;0;2;0;0;745.05;11;219;1
558697;41;3614;M;S;N;LA LIBERTAD;96.43;0;;;4400;0;1;1602;2051;3653;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;2768.76;22;744.9;1
1949727;27;;F;S;D;LIMA;17.6;0;;;300;0;4;0;1125;1125;2;9;4;2;2;4;4;2;;N/V;No Registró;1;1;0;0;0;1;952;1;4;0;1399.8;38;223.2;1
1978519;24;3536;F;S;C;LIMA;18.03;0;;;1500;5;7;0;482;482;A;A;A;A;4;1;4;2;;N/V;No Registró;11;11;8;39;41;11;0;0;0;1;3440.03;52;873.9;1
377067;38;;M;S;C;LIMA;121.1;0;;;1400;5;4;1584;1143;2727;2;2;2;7;A;4;4;2;;N/V;No Registró;0;0;0;0;0;0;300;0;2;1;2304.9;22;353.1;1
560787;62;1688;F;S;N;LA LIBERTAD;96.23;0;;;3600;0;2;0;2719;2719;1;2;2;2;2;2;2;2;;N/V;No Registró;0;0;0;0;0;0;0;0;1;0;9602.24;123;924;1
174046;31;;M;S;D;LIMA;109.83;0;;;500;0;5;0;71;71;9;4;1;1;7;A;4;4;;N/V;No Registró;26;0;0;0;0;0;0;0;0;0;1937.83;28;592.7;1
434956;44;1655;F;C;A;LIMA;142.83;0;;;6570;0;2;1343;5341;6684;2;2;2;1;2;2;1;4;;N/V;No Registró;0;0;0;0;0;0;0;1;7;0;3919.88;43;1554.71;1
